ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
ID_LOCAB2T,2010-03-15,2011-03-14,Male,42,2010-03-15,1,Saloon,,Lexus,,,CarSafe,0
ID_LOG23B8,2010-08-27,2011-08-26,Female,52,2010-08-27,1,Saloon,,Nissan,,,CarSafe,0
ID_LOIWB83,2010-11-13,2011-11-12,Male,34,2010-11-13,1,Saloon,,Honda,,,CarSafe,0
ID_LOK35GM,2010-01-05,2011-01-04,Male,47,2010-01-05,1,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_LOML4AS,2010-04-17,2011-04-16,Male,55,2010-04-17,1,Saloon,Blue,TOYOTA,,,Car Classic,0
ID_LOX0AIO,2010-12-10,2011-12-05,Male,44,2010-12-10,2,Saloon,Black,TOYOTA,Surulere,Lagos,Car Classic,0
ID_LOZ2S4K,2010-11-12,2011-11-11,Female,35,2010-11-12,1,JEEP,Grey,TOYOTA,,,Car Classic,0
ID_LP8CT6A,2010-09-02,2011-09-01,Male,51,2010-09-02,1,,,,,,CarSafe,0
ID_LPALIHT,2010-09-20,2011-09-19,Male,36,2010-09-20,1,Saloon,Grey,TOYOTA,,,Car Classic,1
ID_LPDWQGP,2010-02-19,2011-02-18,Male,61,2010-02-19,1,,Blue&White&Red,Mack,Victoria Island,Lagos,CVTP,1
ID_LPLWHQH,2010-04-19,2011-04-18,Female,84,2010-04-19,1,JEEP,Black,Lexus,,,Car Classic,0
ID_LPT2N2K,2010-03-27,2011-03-26,,120,2010-03-27,1,,Black,TOYOTA,Victoria Island,Lagos,Customized Motor,0
ID_LPX7Y0K,2010-08-02,2011-08-01,Male,41,2010-08-02,1,Saloon,,TOYOTA,,,CarSafe,0
ID_LQ4L6QU,2010-12-18,2011-06-17,Female,64,2010-12-18,3,,,Ford,,,Car Classic,0
ID_LQ6KZV3,2010-05-18,2011-05-17,Male,45,2010-05-18,1,Saloon,,Honda,Lagos Mainland,Lagos,CarSafe,0
ID_LQ8SDLM,2010-10-16,2011-10-15,Male,38,2010-10-16,3,Saloon,,Lexus,Victoria Island,Lagos,Car Classic,0
ID_LQM0Y8J,2010-09-13,2011-09-12,Female,55,2010-09-13,1,,,,,,CarSafe,0
ID_LQOV70F,2010-11-14,2011-11-13,Male,50,2010-11-14,1,,,,Ikeja,Lagos,CarSafe,0
ID_LQPC5PY,2010-02-07,2011-02-06,Female,1,2010-02-07,1,Saloon,,TOYOTA,,,CarSafe,0
ID_LQULK2B,2010-01-30,2011-01-29,Male,43,2010-01-30,1,Saloon,Grey,Honda,,,Car Classic,0
ID_LQV4LVI,2010-11-06,2011-03-04,Male,12,2010-11-06,2,,,Range Rover,Lekki,Lagos,Customized Motor,0
ID_LQW42FM,2010-02-20,2011-02-19,Female,61,2010-02-20,1,Saloon,,TOYOTA,,,CarSafe,0
ID_LR9O5LN,2010-07-08,2011-07-07,Male,50,2010-07-08,1,Saloon,,TOYOTA,Ikeja,Lagos,CarSafe,0
ID_LRF2KEM,2010-05-09,2011-05-08,Male,44,2010-05-09,2,Saloon,,TOYOTA,ENUGU EAST,ENUGU-EAST,Car Classic,1
ID_LRJMAX0,2010-10-28,2011-10-27,Male,42,2010-10-28,2,,,Range Rover,Lagos Mainland,Lagos,Customized Motor,0
ID_LRNALWK,2010-04-15,2011-04-14,Male,41,2010-04-15,1,Saloon,,Kia,,,CarSafe,0
ID_LRNTL5Z,2010-07-15,2011-07-14,Male,58,2010-07-15,1,,,TOYOTA,Ibadan South East,Ibadan-East,Customized Motor,0
ID_LRRZD6R,2010-11-09,2011-11-08,Male,32,2010-11-09,1,Saloon,Grey,TOYOTA,GBAGADA,Benue,Car Classic,1
ID_LRW72U1,2010-07-18,2011-07-17,Male,28,2010-07-18,1,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_LRWA7LN,2010-01-02,2011-01-01,Male,36,2010-01-02,1,Saloon,,Mazda,,,CarSafe,0
ID_LRZQCXZ,2010-12-03,2011-12-02,Female,47,2010-12-03,3,,,,,,CarSafe,0
ID_LS1GCF7,2010-11-20,2011-11-19,Female,32,2010-11-20,1,,,,MAGODO,Benue,Car Classic,0
ID_LS2AIR3,2010-09-27,2011-07-03,Male,49,2010-09-27,1,,As Attached,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_LS5JYZM,2010-04-17,2011-04-16,Male,62,2010-04-17,3,JEEP,,Mercedes,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_LS83X8T,2010-06-07,2011-06-06,Female,39,2010-06-07,1,JEEP,Brown,Mercedes,Victoria Island,Lagos,Car Classic,0
ID_LS9U8UL,2010-01-18,2011-01-17,Male,38,2010-01-18,1,JEEP,,TOYOTA,Asaba,Delta,Car Classic,1
ID_LS9WJ77,2010-06-20,2011-06-19,Female,36,2010-06-20,1,Saloon,,TOYOTA,,,CarSafe,0
ID_LSCRSPQ,2010-01-21,2011-01-05,,20,2010-01-21,3,JEEP,Green,ACURA,Victoria Island,Lagos,Customized Motor,0
ID_LSSJVQQ,2010-10-29,2011-01-28,Male,43,2010-10-29,2,JEEP,,Mercedes,Lagos,Lagos,Car Classic,0
ID_LSWIVC6,2010-04-11,2011-04-10,,72,2010-04-11,1,,Grey,Honda,Victoria Island,Lagos,Customized Motor,0
ID_LTHACPK,2010-03-30,2011-03-29,Male,44,2010-03-30,1,,,Kia,Karu,Benue,Car Classic,0
ID_LTHB56N,2010-12-23,2011-02-21,Male,20,2010-12-23,4,JEEP,,Lexus,Victoria Island,Lagos,Customized Motor,0
ID_LTP9F7X,2010-08-06,2011-08-05,Joint Gender,12,2010-08-06,2,,,Honda,Victoria Island,Lagos,Car Classic,0
ID_LTXIDOG,2010-10-10,2011-10-09,Female,36,2010-10-10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_LTYPVIN,2010-11-19,2011-11-18,Male,55,2010-11-19,1,,,,Awka,Anambra,CVTP,0
ID_LU992I8,2010-07-12,2011-07-10,Male,36,2010-07-12,1,JEEP,,Lexus,,,CarSafe,0
ID_LUCWP9O,2010-10-08,2011-10-07,Male,21,2010-10-08,1,,,,,,CarSafe,0
ID_LUI9I7J,2010-01-02,2011-01-01,Male,51,2010-01-02,1,Saloon,,Honda,,,CarSafe,0
ID_LUL63CB,2010-04-03,2011-04-02,Male,28,2010-04-03,1,Saloon,Black,TOYOTA,,,Car Classic,1
ID_LUYF1M0,2010-05-27,2011-04-04,Male,48,2010-05-27,3,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_LUZ32MK,2010-08-17,2011-08-16,Female,39,2010-08-17,1,,,,,,CarSafe,0
ID_LV0150R,2010-11-13,2011-11-12,Male,55,2010-11-13,1,,,,,,Car Classic,0
ID_LV4XRUA,2010-09-20,2011-03-19,Female,27,2010-09-20,1,,,,,,Car Classic,0
ID_LV5F3M8,2010-12-24,2011-12-23,Male,1,2010-12-24,1,,,,,,CarSafe,0
ID_LV5ZFDV,2010-08-05,2011-08-04,Male,41,2010-08-05,1,,,,,,Car Classic,0
ID_LV6UJ1E,2010-03-07,2011-03-06,Male,50,2010-03-07,1,Saloon,,TOYOTA,,,CarSafe,0
ID_LV6YXT0,2010-09-16,2010-12-31,,120,2010-09-16,4,,,Mitsubishi,Victoria Island,Lagos,Muuve,1
ID_LV8Z1L2,2010-11-28,2011-11-27,Female,43,2010-11-28,1,,,,,,CarSafe,0
ID_LVB6W5D,2010-12-23,2011-12-22,Female,30,2010-12-23,1,Saloon,Grey,TOYOTA,,,Car Classic,0
ID_LVCQLG1,2010-11-28,2011-11-27,Female,22,2010-11-28,1,Truck,Green,Iveco,Victoria Island,Lagos,CVTP,0
ID_LVEUACF,2010-02-26,2011-02-25,Male,120,2010-02-26,1,,White,Iveco,Victoria Island,Lagos,CVTP,1
ID_LVF0EAU,2010-01-24,2010-12-31,Female,52,2010-01-24,2,,,Range Rover,Lagos Island,Lagos,Car Classic,0
ID_LVHPNSF,2010-03-29,2011-01-03,Male,37,2010-03-29,1,Saloon,Black,Honda,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_LVP5BLH,2010-11-06,2011-11-05,Female,41,2010-11-06,1,,,,,,CarSafe,0
ID_LVQDPCP,2010-06-12,2011-06-11,Joint Gender,40,2010-06-12,1,Saloon,,TOYOTA,,,CarSafe,0
ID_LVTQ9GP,2010-05-28,2011-05-27,Male,54,2010-05-28,1,Saloon,Black,Lexus,Ifo,Benue,Car Classic,0
ID_LVU4I8A,2010-09-09,2011-09-08,Male,51,2010-09-09,1,,,,,,CarSafe,0
ID_LVXKDE3,2010-11-25,2011-05-07,Male,33,2010-11-25,1,,,,,,Car Classic,0
ID_LW0I762,2010-01-31,2011-01-30,Female,30,2010-01-31,2,JEEP,Green,TOYOTA,Enugu North,Enugu-North,Car Classic,0
ID_LW204TI,2010-06-14,2011-06-13,Male,43,2010-06-14,1,Saloon,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,1
ID_LW4ZOYC,2010-01-27,2011-01-26,Male,37,2010-01-27,1,,,Ford,Surulere,Lagos,Car Classic,1
ID_LWNKKQQ,2010-02-26,2011-02-25,Male,44,2010-02-26,1,JEEP,,Volvo,,,Car Classic,0
ID_LWO34OB,2010-11-19,2011-08-12,Male,42,2010-11-19,1,JEEP,Black,Kia,Obia/Akpor,Obia-Akpor,Car Classic,0
ID_LWVCKW1,2010-07-04,2011-07-03,Female,51,2010-07-04,1,Saloon,,TOYOTA,,,CarSafe,0
ID_LX9UI35,2010-09-27,2011-09-26,Male,28,2010-09-27,1,,,,,,Car Classic,0
ID_LXGIWH4,2010-12-19,2011-12-18,Male,39,2010-12-19,3,,,,Umuahia South,Umuahia-South,Car Classic,0
ID_LXL3PF7,2010-04-17,2011-04-16,Entity,34,2010-04-17,2,Saloon,White,Nissan,Surulere,Lagos,CVTP,1
ID_LXN0KUC,2010-01-30,2011-01-29,Entity,20,2010-01-30,1,Saloon,Silver,TOYOTA,Ibadan North West,Ibadan-West,Customized Motor,0
ID_LXPBUCF,2010-07-23,2011-07-22,Male,80,2010-07-23,1,,,Mercedes,Victoria Island,Lagos,Car Classic,0
ID_LXR8N8C,2010-12-15,2011-12-14,Female,62,2010-12-15,1,JEEP,Gold,TOYOTA,,,CarFlex,0
ID_LXUU5QS,2010-11-12,2011-11-11,Male,40,2010-11-12,1,,,,Victoria Island,Lagos,Motor Cycle,0
ID_LXZ9LP0,2010-08-16,2011-08-15,Male,41,2010-08-16,1,,,,,,CarSafe,0
ID_LY6YHS4,2010-09-05,2011-07-02,Female,73,2010-09-05,1,,,,Lekki,Lagos,Car Plus,0
ID_LYC4YN5,2010-02-19,2011-02-18,Female,40,2010-02-19,1,Saloon,Black,Kia,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_LYI13W4,2010-12-20,2011-12-19,Male,58,2010-12-20,1,JEEP,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_LYIA8QV,2010-09-03,2011-09-02,Female,46,2010-09-03,1,Saloon,Black,TOYOTA,Lagos,Lagos,Car Classic,0
ID_LYVJ4GA,2010-12-11,2011-12-10,Female,38,2010-12-11,1,Saloon,Green,TOYOTA,,,Car Classic,0
ID_LYYNAFF,2010-08-27,2011-08-26,Female,36,2010-08-27,1,,,,,,CarSafe,0
ID_M00W24J,2010-06-01,2011-05-30,Male,31,2010-06-01,1,Saloon,,TOYOTA,,,CarSafe,0
ID_M02TTBR,2010-08-28,2011-08-27,Male,61,2010-08-28,1,,,,,,CarSafe,0
ID_M03LNDU,2010-02-27,2011-02-26,Male,50,2010-02-27,1,Saloon,,TOYOTA,Lagos Island,Lagos,CarSafe,0
ID_M06FP7S,2010-06-28,2011-06-27,Male,38,2010-06-28,2,Saloon,,Honda,Somolu,Lagos,CarSafe,0
ID_M0C8NR8,2010-03-04,2011-02-18,Female,30,2010-03-04,1,Saloon,White,TOYOTA,,,Car Classic,1
ID_M0CCAYT,2010-06-14,2011-06-13,Male,60,2010-06-14,1,Saloon,,TOYOTA,,,CarSafe,0
ID_M0EHHYD,2010-08-08,2011-08-07,Male,3,2010-08-08,1,Saloon,,Honda,,,CarSafe,0
ID_M0F227I,2010-06-06,2011-06-05,Male,42,2010-06-06,1,Saloon,Grey,TOYOTA,Lekki,Lagos,Car Classic,1
ID_M0M0FAI,2010-07-01,2011-06-30,Male,37,2010-07-01,1,Saloon,Green,Honda,Ikeja,Lagos,Car Classic,0
ID_M0T2TNA,2010-03-12,2011-03-10,Male,38,2010-03-12,1,Saloon,,TOYOTA,Central,Benue,Car Classic,0
ID_M0TH573,2010-06-20,2011-06-19,Male,32,2010-06-20,1,Saloon,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_M0WBAIE,2010-04-29,2011-04-28,,20,2010-04-29,1,,As Attached,TOYOTA,Marina,Lagos,Car Classic,0
ID_M0XED7B,2010-12-20,2011-12-19,Female,42,2010-12-20,1,Saloon,,TOYOTA,LGA,,CarSafe,0
ID_M102TMW,2010-07-31,2011-07-30,,120,2010-07-31,1,,As Attached,Honda,Victoria Island,Lagos,Car Classic,1
ID_M19S9Y7,2010-10-30,2011-10-29,Male,34,2010-10-30,1,Saloon,Blue,TOYOTA,,,Car Classic,1
ID_M1GOEOV,2010-02-13,2011-02-12,Female,50,2010-02-13,1,Saloon,,TOYOTA,,,CarSafe,0
ID_M1L2E0E,2010-08-25,2011-08-24,Female,35,2010-08-25,1,Saloon,,Honda,,,CarSafe,0
ID_M1PAGBU,2010-01-05,2011-01-04,Female,35,2010-01-05,1,Saloon,,TOYOTA,,,CarSafe,0
ID_M21WMFF,2010-03-28,2011-03-27,Female,32,2010-03-28,1,Saloon,Black,TOYOTA,Owerri,Imo,Car Classic,0
ID_M22TTXF,2010-07-30,2011-07-29,Male,120,2010-07-30,1,,Grey,Nissan,Victoria Island,Lagos,Car Classic,0
ID_M29PITQ,2010-08-30,2011-08-29,Male,50,2010-08-30,1,,,,,,CarSafe,0
ID_M2U7WNV,2010-04-24,2011-04-23,Male,42,2010-04-24,1,Saloon,,TOYOTA,,,CarSafe,0
ID_M2UTSMT,2010-12-18,2011-12-17,Female,33,2010-12-18,1,,,,,,CarSafe,0
ID_M2ZUPQN,2010-08-06,2011-08-05,Male,46,2010-08-06,1,,,,,,CarSafe,0
ID_M3BMMVS,2010-12-23,2011-02-21,Male,20,2010-12-23,4,JEEP,Black,Lexus,Victoria Island,Lagos,Customized Motor,0
ID_M3ELR5B,2010-09-26,2011-09-25,Female,40,2010-09-26,2,Saloon,Black,Hyundai,Port Harcourt,Rivers,Car Classic,0
ID_M3H51LE,2010-09-20,2011-03-20,Male,48,2010-09-20,1,JEEP,,Ford,,,Car Classic,0
ID_M3JU1SM,2010-06-07,2011-06-06,Female,65,2010-06-07,1,JEEP,White,TOYOTA,,,Car Classic,0
ID_M3KSDRQ,2010-05-27,2011-05-26,Male,45,2010-05-27,1,Saloon,Grey,TOYOTA,,,Car Classic,0
ID_M3OHXBZ,2010-09-10,2011-09-09,,1,2010-09-10,1,,,,Victoria Island,Lagos,Motor Cycle,0
ID_M3WJ0TX,2010-10-24,2011-10-23,Joint Gender,73,2010-10-24,1,Saloon,Grey,Hyundai,Lagos Mainland,Lagos,Car Classic,0
ID_M3XVJDD,2010-07-02,2011-07-01,Male,64,2010-07-02,1,Saloon,,TOYOTA,,,CarSafe,0
ID_M46S0NJ,2010-11-06,2011-07-30,Female,31,2010-11-06,1,JEEP,White,Lexus,Ketu,Lagos,Car Classic,0
ID_M4AXGKC,2010-06-20,2011-06-18,Female,60,2010-06-20,1,JEEP,,TOYOTA,,,CarSafe,0
ID_M4GBR0I,2010-02-21,2011-02-20,Male,50,2010-02-21,1,Saloon,,TOYOTA,,,CarSafe,0
ID_M4OBH7O,2010-05-21,2011-05-20,Male,35,2010-05-21,1,Saloon,Silver,TOYOTA,,,Car Classic,0
ID_M4OS7TU,2010-03-15,2011-03-14,Male,56,2010-03-15,2,,Grey,Nissan,,,Car Classic,0
ID_M558198,2010-09-03,2011-09-02,NOT STATED,49,2010-09-03,1,Saloon,,TOYOTA,,,CarSafe,0
ID_M5CU8CO,2010-03-22,2011-03-21,Male,37,2010-03-22,1,,White,Mercedes,Victoria Island,Lagos,Car Classic,1
ID_M5IAES5,2010-11-20,2011-11-19,Male,50,2010-11-20,1,,,,,,CarSafe,0
ID_M5KN3N1,2010-03-08,2011-03-07,Male,48,2010-03-08,1,Saloon,,Ford,,,CarSafe,0
ID_M5LC46Z,2010-03-06,2011-03-05,Female,53,2010-03-06,1,Saloon,,Mitsubishi,,,CarSafe,0
ID_M5P56LV,2010-02-07,2011-02-06,Female,51,2010-02-07,2,Saloon,Black,TOYOTA,Anthony Village,Lagos,Car Classic,0
ID_M5P8OLT,2010-03-05,2011-03-03,Male,42,2010-03-05,1,Saloon,As Attached,TOYOTA,Ikeja,Lagos,Car Classic,1
ID_M5RHXZ8,2010-10-17,2011-10-05,Male,63,2010-10-17,1,,,,Ado-Odo/Ota,Ado-Ota,Car Classic,0
ID_M5SNZIT,2010-08-27,2011-08-26,Female,41,2010-08-27,1,,,,,,CarSafe,0
ID_M5WSYJ9,2010-06-14,2011-06-13,Male,43,2010-06-14,1,Saloon,Black,TOYOTA,,,Car Classic,0
ID_M5ZB1EA,2010-05-14,2011-05-13,Male,43,2010-05-14,1,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,1
ID_M65Y5XJ,2010-10-17,2011-10-16,Male,40,2010-10-17,1,,,,Shomolu,Benue,Car Classic,0
ID_M67ZXPN,2010-01-18,2011-01-17,Male,41,2010-01-18,1,Saloon,,Lexus,,,CarSafe,0
ID_M687VQV,2010-08-28,2011-08-27,Male,44,2010-08-28,1,Saloon,Blue,Peugeot,Bauchi,Bauchi,Car Classic,1
ID_M6B4HGL,2010-10-29,2011-10-28,Male,41,2010-10-29,1,Saloon,Red,Honda,,,Car Classic,0
ID_M6KBLED,2010-01-07,2011-01-06,Male,65,2010-01-07,1,Saloon,Grey,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_M6M5GLO,2010-02-11,2011-02-10,Female,48,2010-02-11,3,JEEP,,Nissan,Asaba,Delta,Car Classic,0
ID_M6N7GK4,2010-11-13,2011-11-11,Female,32,2010-11-13,1,,,,,,Car Plus,0
ID_M6W7YCX,2010-08-24,2011-08-23,Male,50,2010-08-24,1,Saloon,,Nissan,,,CarSafe,0
ID_M73AABZ,2010-04-11,2011-04-10,,72,2010-04-11,1,JEEP,Black,Mercedes,Victoria Island,Lagos,Customized Motor,0
ID_M73Q7M5,2010-06-19,2011-06-18,Female,60,2010-06-19,1,Saloon,Ash,TOYOTA,,,Car Classic,1
ID_M7PX1CX,2010-03-15,2011-03-13,Female,32,2010-03-15,1,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_M7QJPPO,2010-12-16,2011-12-15,Female,73,2010-12-16,2,JEEP,Black,TOYOTA,Amuwo-Odofin,Amuwo-Odofin,Customized Motor,0
ID_M7VMWT3,2010-03-21,2011-03-04,Female,41,2010-03-21,1,JEEP,Black,Hyundai,Lagos Island,Lagos,Car Classic,0
ID_M7VSV8Y,2010-08-27,2011-08-26,Male,43,2010-08-27,1,,,,,,Car Classic,0
ID_M80JDY3,2010-04-25,2011-04-12,Male,33,2010-04-25,1,Saloon,Red,TOYOTA,,,Car Classic,1
ID_M81IBMH,2010-07-16,2011-01-15,Male,21,2010-07-16,2,JEEP,,Range Rover,,,Customized Motor,0
ID_M86AYOT,2010-12-25,2011-12-23,Male,35,2010-12-25,1,,,,,,CarSafe,0
ID_M8B7BAM,2010-08-15,2011-08-14,Male,35,2010-08-15,1,,,,,,CarSafe,0
ID_M8BIAPV,2010-01-21,2011-01-06,Male,38,2010-01-21,1,JEEP,Green,TOYOTA,,,Car Classic,0
ID_M8GKC53,2010-12-17,2011-12-16,Male,37,2010-12-17,1,Saloon,Green,TOYOTA,Obia/Akpor,Obia-Akpor,Car Plus,0
ID_M8R3G6U,2010-09-12,2011-09-11,Male,45,2010-09-12,1,Saloon,,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_M94UD23,2010-01-23,2011-01-22,Male,50,2010-01-23,1,Saloon,,TOYOTA,,,CarSafe,0
ID_M9DCI94,2010-10-02,2011-10-01,Male,41,2010-10-02,1,,,,,,CarSafe,0
ID_M9HR2ZR,2010-07-24,2011-07-23,Male,38,2010-07-24,2,Saloon,,TOYOTA,Owerri,Imo,Car Classic,0
ID_M9TYTDV,2010-05-06,2011-05-05,Male,43,2010-05-06,1,Saloon,Blue,TOYOTA,,,Car Classic,0
ID_M9VELEA,2010-08-16,2011-08-15,Male,1,2010-08-16,1,,,,,,CarSafe,0
ID_M9VGWD1,2010-10-22,2011-10-21,Female,20,2010-10-22,3,JEEP,,Mercedes,Lekki,Lagos,Customized Motor,0
ID_M9VTI10,2010-07-26,2011-07-25,Male,36,2010-07-26,2,JEEP,Black,Range Rover,Ikeja,Lagos,Car Classic,0
ID_M9Y3K8P,2010-11-02,2011-06-01,Male,40,2010-11-02,1,,,Honda,Lagos Island,Lagos,Car Classic,0
ID_MADX88I,2010-12-06,2011-12-01,Male,30,2010-12-06,1,Saloon,Wine,TOYOTA,RIVERS,Rivers,Car Classic,0
ID_MALWETO,2010-11-12,2011-11-11,Male,34,2010-11-12,1,Saloon,,TOYOTA,,,CarFlex,0
ID_MAP0WSL,2010-01-03,2011-01-02,Male,32,2010-01-03,2,Saloon,Gold,TOYOTA,,,Car Classic,0
ID_MASUSRQ,2010-08-21,2011-08-20,Male,67,2010-08-21,1,JEEP,Black,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_MAX97XR,2010-10-31,2011-10-30,Male,30,2010-10-31,1,,,,,,CarSafe,0
ID_MAZ1NI8,2010-10-30,2011-10-29,Male,39,2010-10-30,2,,Silver,TOYOTA,Surulere,Lagos,Car Classic,0
ID_MB79GVJ,2010-06-24,2011-06-23,Male,31,2010-06-24,1,Saloon,,TOYOTA,,,CarSafe,0
ID_MB9C1IJ,2010-08-14,2011-08-13,,20,2010-08-14,2,,,,Anambra East,Anambra-East,Car Plus,0
ID_MBDH954,2010-03-07,2010-12-31,Entity,20,2010-03-07,3,,,,Lagos,Lagos,Muuve,0
ID_MBH08P8,2010-03-01,2011-03-01,Male,38,2010-03-01,1,Saloon,,TOYOTA,,,CarSafe,0
ID_MBHUF6P,2010-07-04,2011-06-18,Male,29,2010-07-04,1,Saloon,Green,TOYOTA,Ajah,Lagos,Car Classic,0
ID_MBHYAL3,2010-09-24,2011-09-23,Female,51,2010-09-24,6,,Grey,Hyundai,Ikeja,Lagos,Car Classic,0
ID_MBVX1K9,2010-09-26,2011-09-25,Male,50,2010-09-26,1,,,,,,CarSafe,0
ID_MBWD7MG,2010-01-19,2011-01-25,Male,34,2010-01-19,1,Saloon,Black,TOYOTA,Ojodu,Lagos,Car Classic,0
ID_MC20N8I,2010-12-23,2011-02-21,Male,20,2010-12-23,4,JEEP,Green,ACURA,Victoria Island,Lagos,Customized Motor,0
ID_MC6UUN7,2010-01-27,2011-01-26,Male,37,2010-01-27,1,,,Ford,Surulere,Lagos,Car Classic,0
ID_MCCJ7CF,2010-02-28,2011-02-27,Female,54,2010-02-28,1,JEEP,As Attached,Ford,Victoria Island,Lagos,Car Classic,0
ID_MCG7MOW,2010-03-22,2011-03-21,Female,40,2010-03-22,1,Saloon,Black,Mazda,Apapa,Lagos,Car Classic,0
ID_MCUE1JN,2010-03-20,2011-03-19,Female,36,2010-03-20,1,Saloon,Black,Hyundai,Surulere,Lagos,Car Classic,1
ID_MCXMNXP,2010-01-15,2011-01-14,Female,50,2010-01-15,1,Saloon,,Honda,Ikeja,Lagos,CarSafe,0
ID_MD0CFXH,2010-07-11,2011-07-10,Male,37,2010-07-11,2,Saloon,Green,TOYOTA,Surulere,Lagos,Car Classic,0
ID_MD2YK3S,2010-11-06,2011-11-05,Female,40,2010-11-06,1,,,,,,CarSafe,0
ID_MD8DOJ9,2010-12-20,2011-12-19,Male,35,2010-12-20,1,,,,,,CarSafe,0
ID_MDLI4BB,2010-11-14,2011-11-13,Male,42,2010-11-14,1,Saloon,,TOYOTA,,,CarSafe,0
ID_MDPINGH,2010-09-11,2011-09-09,Male,37,2010-09-11,1,,,,,,CarSafe,0
ID_MDS41GM,2010-03-27,2011-03-26,Male,44,2010-03-27,1,Saloon,,TOYOTA,,,Car Plus,0
ID_MDX4RQT,2010-08-20,2011-08-19,,20,2010-08-20,2,,,Kia,Kosofe,Benue,Car Classic,0
ID_MDZE4T2,2010-02-08,2011-02-07,Male,50,2010-02-08,1,Saloon,,TOYOTA,,,CarSafe,0
ID_ME5KSG5,2010-11-21,2011-11-20,Female,49,2010-11-21,1,Saloon,,TOYOTA,,,CarSafe,0
ID_ME62PLM,2010-11-19,2011-11-18,Female,28,2010-11-19,1,,,,Victoria Island,Lagos,CVTP,0
ID_MEFG9ZZ,2010-04-06,2011-04-05,Male,45,2010-04-06,1,Saloon,,TOYOTA,,,CarSafe,0
ID_MEIARR5,2010-02-06,2011-02-05,Female,39,2010-02-06,2,Saloon,Black,TOYOTA,,,Car Classic,0
ID_MES8IQY,2010-03-13,2011-03-12,Male,58,2010-03-13,1,JEEP,Gold,Lexus,,,Car Classic,0
ID_METSTYH,2010-04-16,2011-04-15,Male,35,2010-04-16,1,JEEP,As Attached,Lexus,Obia/Akpor,Obia-Akpor,Car Classic,1
ID_MF447MR,2010-12-21,2011-12-20,Male,53,2010-12-21,1,Saloon,,Mercedes,,,CarSafe,0
ID_MF7P8U3,2010-09-13,2011-08-05,Male,44,2010-09-13,1,,Silver,Mercedes,Eti-Osa,Eti-Osa,Customized Motor,0
ID_MFAE0W0,2010-06-05,2011-06-04,Female,38,2010-06-05,1,Saloon,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,1
ID_MFEZYOI,2010-04-07,2011-04-06,Female,31,2010-04-07,1,Saloon,Black,Lexus,,,Car Classic,0
ID_MFGSL0Y,2010-09-03,2011-09-02,Male,34,2010-09-03,1,,,,,,Car Classic,0
ID_MFHIL8T,2010-07-23,2011-07-22,Female,50,2010-07-23,2,Bus,,TOYOTA,Surulere,Lagos,CVTP,0
ID_MFK0E5P,2010-10-11,2010-12-31,Male,48,2010-10-11,1,JEEP,,TOYOTA,Oguta,Imo,Customized Motor,0
ID_MFKG209,2010-10-24,2011-02-16,Male,51,2010-10-24,1,,,,Victoria Island,Lagos,Car Classic,0
ID_MFMJ6XM,2010-01-30,2011-01-29,Entity,7,2010-01-30,2,,,Hyundai,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_MFMWLHP,2010-04-20,2011-04-19,Female,31,2010-04-20,1,Saloon,Black,Hyundai,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_MG2V61C,2010-05-09,2011-05-08,Male,61,2010-05-09,1,JEEP,Silver,TOYOTA,,,Car Plus,0
ID_MG8PNKR,2010-08-30,2011-08-29,Female,66,2010-08-30,3,Saloon,,TOYOTA,Ikeja,Lagos,CarSafe,0
ID_MGIHUFG,2010-05-31,2011-05-30,Female,30,2010-05-31,1,Saloon,,TOYOTA,,,CarSafe,0
ID_MGJRL9H,2010-02-13,2011-02-12,Female,60,2010-02-13,1,Saloon,,TOYOTA,,,CarSafe,0
ID_MGNEAFJ,2010-05-28,2011-05-27,Female,41,2010-05-28,1,JEEP,,Mercedes,Lagos,Lagos,Car Classic,0
ID_MGNJR14,2010-02-25,2011-02-24,Joint Gender,54,2010-02-25,1,Mini Van,Green,TOYOTA,,,Car Classic,0
